id,title
1664,My Bodyguard (1980)
1665,Class (1983)
1666,Broadcast News (1987)
1667,"Allnighter, The (1987)"
1668,Working Girl (1988)
1669,Married to the Mob (1988)
1670,Say Anything... (1989)
1671,My Blue Heaven (1990)
1672,Hero (1992)
1673,Toys (1992)
1674,Young Doctors in Love (1982)
1675,Parasite (1982)
1676,No Small Affair (1984)
1677,Blame It on Rio (1984)
1678,Wisdom (1986)
1679,One Crazy Summer (1986)
1680,About Last Night... (1986)
1681,"Seventh Sign, The (1988)"
1682,We're No Angels (1989)
1683,Nothing But Trouble (1991)
1684,"Butcher's Wife, The (1991)"
1685,Mortal Thoughts (1991)
1686,"Few Good Men, A (1992)"
1687,Indecent Proposal (1993)
1688,Permanent Midnight (1998)
1689,One True Thing (1998)
1690,Rush Hour (1998)
1691,Six-String Samurai (1998)
1692,Ronin (1998)
1693,Urban Legend (1998)
1694,Clay Pigeons (1998)
1695,Monument Ave. (1998)
1696,Pecker (1998)
1697,"Sheltering Sky, The (1990)"
1698,"Fiendish Plot of Dr. Fu Manchu, The (1980)"
1699,Them! (1954)
1700,"Thing, The (1982)"
1701,"Player, The (1992)"
1702,Stardust Memories (1980)
1703,Edward Scissorhands (1990)
1704,Overnight Delivery (1998)
1705,Antz (1998)
1706,"Impostors, The (1998)"
1707,"Night at the Roxbury, A (1998)"
1708,What Dreams May Come (1998)
1709,Strangeland (1998)
1710,"Producers, The (1968)"
1711,History of the World: Part I (1981)
1712,My Cousin Vinny (1992)
1713,Nashville (1975)
1714,Love Is the Devil (1998)
1715,Holy Man (1998)
1716,One Tough Cop (1998)
1717,"Mighty, The (1998)"
1718,2010: The Year We Make Contact (1984)
1719,Children of a Lesser God (1986)
1720,"Elephant Man, The (1980)"
1721,Beloved (1998)
1722,Bride of Chucky (Child's Play 4) (1998)
1723,Practical Magic (1998)
1724,Happiness (1998)
1725,Apt Pupil (1998)
1726,Pleasantville (1998)
1727,Soldier (1998)
1728,"Cruise, The (1998)"
1729,Life Is Beautiful (La Vita è bella) (1997)
1730,Orgazmo (1997)
1731,Tales from the Darkside: The Movie (1990)
1732,Vampires (1998)
1733,American History X (1998)
1734,Hands on a Hard Body (1996)
1735,Living Out Loud (1998)
1736,Belly (1998)
1737,Gods and Monsters (1998)
1738,"Siege, The (1998)"
1739,"Waterboy, The (1998)"
1740,Elizabeth (1998)
1741,Velvet Goldmine (1998)
1742,I Still Know What You Did Last Summer (1998)
1743,I'll Be Home For Christmas (1998)
1744,Meet Joe Black (1998)
1745,Hard Core Logo (1996)
1746,Runaway Train (1985)
1747,"Stepford Wives, The (1975)"
1748,"Pope of Greenwich Village, The (1984)"
1749,Sid and Nancy (1986)
1750,Mona Lisa (1986)
1751,Heart Condition (1990)
1752,"Nights of Cabiria (Notti di Cabiria, Le) (1957)"
1753,"Big Chill, The (1983)"
1754,Enemy of the State (1998)
1755,"Rugrats Movie, The (1998)"
1756,"Bug's Life, A (1998)"
1757,Celebrity (1998)
1758,Central Station (Central do Brasil) (1998)
1759,Savior (1998)
1760,Waking Ned Devine (a.k.a. Waking Ned) (1998)
1761,"Celebration, The (Festen) (1998)"
1762,Pink Flamingos (1972)
1763,Glen or Glenda (1953)
1764,Godzilla (Gojira) (1954)
1765,"Godzilla 1985: The Legend Is Reborn (Gojira) (Godzilla) (Return of Godzilla, The) (1984)"
1766,King Kong vs. Godzilla (Kingukongu tai Gojira) (1962)
1767,King Kong (1933)
1768,King Kong (1976)
1769,King Kong Lives (1986)
1770,Desperately Seeking Susan (1985)
1771,"Emerald Forest, The (1985)"
1772,Fletch (1985)
1773,Fletch Lives (1989)
1774,Red Sonja (1985)
1775,Gung Ho (1986)
1776,"Money Pit, The (1986)"
1777,"View to a Kill, A (1985)"
1778,Lifeforce (1985)
1779,Police Academy (1984)
1780,Police Academy 2: Their First Assignment (1985)
1781,Police Academy 3: Back in Training (1986)
1782,Police Academy 4: Citizens on Patrol (1987)
1783,Police Academy 5: Assignment: Miami Beach (1988)
1784,Police Academy 6: City Under Siege (1989)
1785,Babe: Pig in the City (1998)
1786,Home Fries (1998)
1787,Very Bad Things (1998)
1788,Steam: The Turkish Bath (Hamam) (1997)
1789,Psycho (1998)
1790,Little Voice (1998)
1791,"Simple Plan, A (1998)"
1792,Jack Frost (1998)
1793,Star Trek: Insurrection (1998)
1794,"Prince of Egypt, The (1998)"
1795,Rushmore (1998)
1796,Shakespeare in Love (1998)
1797,Miracle on 34th Street (1947)
1798,Santa Claus: The Movie (1985)
1799,Prancer (1989)
1800,Pale Rider (1985)
1801,Rambo: First Blood Part II (1985)
1802,First Blood (Rambo: First Blood) (1982)
1803,Rambo III (1988)
1804,"Jewel of the Nile, The (1985)"
1805,Romancing the Stone (1984)
1806,Cocoon (1985)
1807,Cocoon: The Return (1988)
1808,Rocky II (1979)
1809,Rocky III (1982)
1810,Rocky IV (1985)
1811,Rocky V (1990)
1812,Clue (1985)
1813,Young Sherlock Holmes (1985)
1814,Violets Are Blue... (1986)
1815,Back to School (1986)
1816,Heartburn (1986)
1817,Nothing in Common (1986)
1818,Extremities (1986)
1819,"Karate Kid, The (1984)"
1820,"Karate Kid, Part II, The (1986)"
1821,"Karate Kid, Part III, The (1989)"
1822,Christmas Vacation (National Lampoon's Christmas Vacation) (1989)
1823,You've Got Mail (1998)
1824,"General, The (1998)"
1825,"Thin Red Line, The (1998)"
1826,"Faculty, The (1998)"
1827,Mighty Joe Young (1998)
1828,Mighty Joe Young (1949)
1829,Patch Adams (1998)
1830,Stepmom (1998)
1831,"Civil Action, A (1998)"
1832,Hurlyburly (1998)
1833,Tea with Mussolini (1999)
1834,Affliction (1997)
1835,Hilary and Jackie (1998)
1836,Playing by Heart (1998)
1837,At First Sight (1999)
1838,In Dreams (1999)
1839,Varsity Blues (1999)
1840,Virus (1999)
1841,Howard the Duck (1986)
1842,"Gate, The (1987)"
1843,"Boy Who Could Fly, The (1986)"
1844,"Fly, The (1958)"
1845,"Fly, The (1986)"
1846,"Fly II, The (1989)"
1847,Running Scared (1986)
1848,Armed and Dangerous (1986)
1849,"Texas Chainsaw Massacre, The (1974)"
1850,"Texas Chainsaw Massacre 2, The (1986)"
1851,Texas Chainsaw Massacre: The Next Generation (a.k.a. The Return of the Texas Chainsaw Massacre) (1994)
1852,Ruthless People (1986)
1853,Deadly Friend (1986)
1854,"Name of the Rose, The (Name der Rose, Der) (1986)"
1855,Jumpin' Jack Flash (1986)
1856,Peggy Sue Got Married (1986)
1857,Crocodile Dundee (1986)
1858,Crocodile Dundee II (1988)
1859,Tough Guys (1986)
1860,Soul Man (1986)
1861,"Color of Money, The (1986)"
1862,52 Pick-Up (1986)
1863,Heartbreak Ridge (1986)
1864,Firewalker (1986)
1865,¡Three Amigos! (1986)
1866,My Name Is Joe (1998)
1867,Still Crazy (1998)
1868,"Day of the Beast, The (Día de la Bestia, El) (1995)"
1869,She's All That (1999)
1870,Peeping Tom (1960)
1871,Payback (1999)
1872,Simply Irresistible (1999)
1873,20 Dates (1998)
1874,"Harmonists, The (1997)"
1875,"Last Days, The (1998)"
1876,"Fantastic Planet, The (Planète sauvage, La) (1973)"
1877,Blast from the Past (1999)
1878,Message in a Bottle (1999)
1879,My Favorite Martian (1999)
1880,Jawbreaker (1999)
1881,October Sky (1999)
1882,Office Space (1999)
1883,"Apple, The (Sib) (1998)"
1884,200 Cigarettes (1999)
1885,8MM (1999)
1886,"Other Sister, The (1999)"
1887,"Long Goodbye, The (1973)"
1888,"Ballad of Narayama, The (Narayama bushiko) (1983)"
1889,Pet Sematary (1989)
1890,Pet Sematary II (1992)
1891,Children of the Corn II: The Final Sacrifice (1993)
1892,Children of the Corn III (1994)
1893,Christine (1983)
1894,Night Shift (1982)
1895,Airport (1970)
1896,Airport 1975 (1974)
1897,Airport '77 (1977)
1898,Rollercoaster (1977)
1899,"Towering Inferno, The (1974)"
1900,Alligator (1980)
1901,Meteor (1979)
1902,Westworld (1973)
1903,Logan's Run (1976)
1904,Planet of the Apes (1968)
1905,Beneath the Planet of the Apes (1970)
1906,Battle for the Planet of the Apes (1973)
1907,Conquest of the Planet of the Apes (1972)
1908,Escape from the Planet of the Apes (1971)
1909,Avalanche (1978)
1910,Earthquake (1974)
1911,Beyond the Poseidon Adventure (1979)
1912,Dancemaker (1998)
1913,Analyze This (1999)
1914,"Corruptor, The (1999)"
1915,Cruel Intentions (1999)
1916,"Lock, Stock & Two Smoking Barrels (1998)"
1917,"School of Flesh, The (École de la chair, L') (1998)"
1918,"Deep End of the Ocean, The (1999)"
1919,"Rage: Carrie 2, The (1999)"
1920,Wing Commander (1999)
1921,"Haunting, The (1963)"
1922,Dead Ringers (1988)
1923,My Boyfriend's Back (1993)
1924,Village of the Damned (1960)
1925,Children of the Damned (1963)
1926,Baby Geniuses (1999)
1927,I Stand Alone (Seul contre tous) (1998)
1928,Forces of Nature (1999)
1929,"King and I, The (1999)"
1930,Ravenous (1999)
1931,True Crime (1999)
1932,Dangerous Beauty (1998)
1933,"King and I, The (1956)"
1934,Doug's 1st Movie (1999)
1935,EDtv (1999)
1936,"Mod Squad, The (1999)"
1937,"Walk on the Moon, A (1999)"
1938,"Matrix, The (1999)"
1939,10 Things I Hate About You (1999)
1940,Tango (1998)
1941,"Out-of-Towners, The (1999)"
1942,"Dreamlife of Angels, The (Vie rêvée des anges, La) (1998)"
1943,Metroland (1997)
1944,Following (1998)
1945,Go (1999)
1946,Never Been Kissed (1999)
1947,Twin Dragons (Shuang long hui) (1992)
1948,Cookie's Fortune (1999)
1949,"Lovers of the Arctic Circle, The (Los Amantes del Círculo Polar) (1998)"
1950,Goodbye Lover (1999)
1951,Life (1999)
1952,Friends & Lovers (1999)
1953,Hideous Kinky (1998)
1954,"Monster, The (Mostro, Il) (1994)"
1955,Open Your Eyes (Abre los ojos) (1997)
1956,SLC Punk! (1998)
1957,Lost & Found (1999)
1958,Pushing Tin (1999)
1959,Election (1999)
1960,eXistenZ (1999)
1961,Entrapment (1999)
1962,Idle Hands (1999)
1963,Get Real (1998)
1964,"King of Masks, The (Bian Lian) (1996)"
1965,"Winslow Boy, The (1999)"
1966,Mildred Pierce (1945)
1967,Night of the Comet (1984)
1968,Chopping Mall (a.k.a. Killbots) (1986)
1969,My Science Project (1985)
1970,Dick Tracy (1990)
1971,"Mummy, The (1999)"
1972,"Castle, The (1997)"
1973,This Is My Father (1998)
1974,William Shakespeare's A Midsummer Night's Dream (1999)
1975,Trippin' (1999)
1976,After Life (Wandafuru raifu) (1998)
1977,Black Mask (Hak hap) (1996)
1978,Star Wars: Episode I - The Phantom Menace (1999)
1979,"Love Letter, The (1999)"
1980,Besieged (a.k.a. L' Assedio) (1998)
1981,"Saragossa Manuscript, The (Rekopis znaleziony w Saragossie) (1965)"
1982,"Mummy, The (1932)"
1983,"Mummy, The (1959)"
1984,Mommie Dearest (1981)
1985,Superman (1978)
1986,Superman II (1980)
1987,Superman III (1983)
1988,Superman IV: The Quest for Peace (1987)
1989,Dracula (1931)
1990,Frankenstein (1931)
1991,Frankenstein Meets the Wolf Man (1943)
1992,"Curse of Frankenstein, The (1957)"
1993,"Wolf Man, The (1941)"
1994,Howling II: Your Sister Is a Werewolf (1985)
1995,Tarantula (1955)
1996,"Rocky Horror Picture Show, The (1975)"
1997,It Came from Hollywood (1982)
1998,"Thing from Another World, The (1951)"
1999,It Came from Outer Space (1953)
2000,"War of the Worlds, The (1953)"
2001,Invasion of the Body Snatchers (1956)
2002,Earth vs. the Flying Saucers (1956)
2003,Swamp Thing (1982)
2004,Pork Chop Hill (1959)
2005,Run Silent Run Deep (1958)
2006,Notting Hill (1999)
2007,"Thirteenth Floor, The (1999)"
2008,"Loss of Sexual Innocence, The (1999)"
2009,Instinct (1999)
2010,Buena Vista Social Club (1999)
2011,Free Enterprise (1998)
2012,Limbo (1999)
2013,Austin Powers: The Spy Who Shagged Me (1999)
2014,"Red Violin, The (Violon rouge, Le) (1998)"
2015,Tarzan (1999)
2016,"General's Daughter, The (1999)"
2017,"Ideal Husband, An (1999)"
2018,"Legend of 1900, The (a.k.a. The Legend of the Pianist on the Ocean) (Leggenda del pianista sull'oceano) (1998)"
2019,Run Lola Run (Lola rennt) (1998)
2020,Trekkies (1997)
2021,Big Daddy (1999)
2022,"Boys, The (1998)"
2023,"Dinner Game, The (Dîner de cons, Le) (1998)"
2024,My Son the Fanatic (1997)
2025,Zone 39 (1997)
2026,Arachnophobia (1990)
2027,"South Park: Bigger, Longer and Uncut (1999)"
2028,Wild Wild West (1999)
2029,Summer of Sam (1999)
2030,American Pie (1999)
2031,Arlington Road (1999)
2032,"Autumn Tale, An (Conte d'automne) (1998)"
2033,Muppets From Space (1999)
2034,"Blair Witch Project, The (1999)"
2035,Eyes Wide Shut (1999)
2036,Lake Placid (1999)
2037,Ghostbusters (a.k.a. Ghost Busters) (1984)
2038,Ghostbusters II (1989)
2039,Drop Dead Gorgeous (1999)
2040,"Haunting, The (1999)"
2041,Inspector Gadget (1999)
2042,Deep Blue Sea (1999)
2043,Mystery Men (1999)
2044,Runaway Bride (1999)
2045,Twin Falls Idaho (1999)
2046,"Killing, The (1956)"
2047,Killer's Kiss (1955)
2048,Spartacus (1960)
2049,Lolita (1962)
2050,Barry Lyndon (1975)
2051,"400 Blows, The (Les quatre cents coups) (1959)"
2052,Jules and Jim (Jules et Jim) (1961)
2053,Vibes (1988)
2054,"Mosquito Coast, The (1986)"
2055,"Golden Child, The (1986)"
2056,Brighton Beach Memoirs (1986)
2057,Assassination (1987)
2058,Crimes of the Heart (1986)
2059,"Color Purple, The (1985)"
2060,"Kindred, The (1986)"
2061,No Mercy (1986)
2062,Ménage (Tenue de soirée) (1986)
2063,Native Son (1986)
2064,Otello (1986)
2065,"Mission, The (1986)"
2066,Little Shop of Horrors (1986)
2067,"Little Shop of Horrors, The (1960)"
2068,Allan Quatermain and the Lost City of Gold (1987)
2069,"Morning After, The (1986)"
2070,Radio Days (1987)
2071,From the Hip (1987)
2072,Outrageous Fortune (1987)
2073,Deadtime Stories (1987)
2074,Frances (1982)
2075,Dick (1999)
2076,"Iron Giant, The (1999)"
2077,"Sixth Sense, The (1999)"
2078,"Thomas Crown Affair, The (1999)"
2079,"Thomas Crown Affair, The (1968)"
2080,"Acid House, The (1998)"
2081,"Adventures of Sebastian Cole, The (1998)"
2082,"Yards, The (2000)"
2083,Bowfinger (1999)
2084,Brokedown Palace (1999)
2085,Detroit Rock City (1999)
2086,Better Than Chocolate (1999)
2087,Head On (1998)
2088,Heaven Can Wait (1978)
2089,Pit and the Pendulum (1961)
2090,"Masque of the Red Death, The (1964)"
2091,Haunted Honeymoon (1986)
2092,Cat's Eye (1985)
2093,Monty Python's And Now for Something Completely Different (1971)
2094,Damien: Omen II (1978)
2095,"Final Conflict, The (a.k.a. Omen III: The Final Conflict) (1981)"
2096,Airplane! (1980)
2097,Airplane II: The Sequel (1982)
2098,"American Werewolf in Paris, An (1997)"
2099,European Vacation (aka National Lampoon's European Vacation) (1985)
2100,National Lampoon's Vacation (1983)
2101,Funny Farm (1988)
2102,Big (1988)
2103,Problem Child (1990)
2104,Problem Child 2 (1991)
2105,Little Nemo: Adventures in Slumberland (1992)
2106,Oscar and Lucinda (a.k.a. Oscar & Lucinda) (1997)
2107,Tequila Sunrise (1988)
2108,"Pelican Brief, The (1993)"
2109,"Christmas Story, A (1983)"
2110,Mickey Blue Eyes (1999)
2111,Teaching Mrs. Tingle (1999)
2112,Universal Soldier: The Return (1999)
2113,Universal Soldier (1992)
2114,Perfect Blue (1997)
2115,In Too Deep (1999)
2116,"Source, The (1999)"
2117,Iron Eagle (1986)
2118,Iron Eagle II (1988)
2119,Aces: Iron Eagle III (1992)
2120,Iron Eagle IV (1995)
2121,Three Days of the Condor (3 Days of the Condor) (1975)
2122,Hamlet (1964)
2123,Medicine Man (1992)
2124,On the Ropes (1999)
2125,"13th Warrior, The (1999)"
2126,"Astronaut's Wife, The (1999)"
2127,Dudley Do-Right (1999)
2128,"Muse, The (1999)"
2129,Chill Factor (1999)
2130,Outside Providence (1999)
2131,Bedrooms & Hallways (1998)
2132,West Beirut (West Beyrouth) (1998)
2133,Stigmata (1999)
2134,Stir of Echoes (1999)
2135,"Black Cat, White Cat (Crna macka, beli macor) (1998)"
2136,"Minus Man, The (1999)"
2137,"Adventures of Milo and Otis, The (Koneko monogatari) (1986)"
2138,Only Angels Have Wings (1939)
2139,"Othello (Tragedy of Othello: The Moor of Venice, The) (1952)"
2140,Saturn 3 (1980)
2141,"Soldier's Story, A (1984)"
2142,I Saw What You Did (1965)
2143,Yellow Submarine (1968)
2144,American Beauty (1999)
2145,Stop Making Sense (1984)
2146,Blue Streak (1999)
2147,For Love of the Game (1999)
2148,Caligula (1979)
2149,"Hard Day's Night, A (1964)"
2150,Sugar Town (1999)
2151,"Buddy Holly Story, The (1978)"
2152,Fright Night (1985)
2153,Fright Night Part II (1988)
2154,Barefoot in the Park (1967)
2155,Deliverance (1972)
2156,Excalibur (1981)
2157,"Pajama Game, The (1957)"
2158,Sommersby (1993)
2159,Thumbelina (1994)
2160,Tommy (1975)
2161,Hell Night (1981)
2162,Armour of God II: Operation Condor (Operation Condor) (Fei ying gai wak) (1991)
2163,Armour of God (Long xiong hu di) (1987)
2164,Double Jeopardy (1999)
2165,Jakob the Liar (1999)
2166,Mumford (1999)
2167,Dog Park (1998)
2168,Guinevere (1999)
2169,"Adventures of Elmo in Grouchland, The (1999)"
2170,Simon Sez (1999)
2171,Drive Me Crazy (1999)
2172,"Mystery, Alaska (1999)"
2173,Three Kings (1999)
2174,"Happy, Texas (1999)"
2175,New Rose Hotel (1998)
2176,Plunkett & MaCleane (1999)
2177,Romance (1999)
2178,Alvarez Kelly (1966)
2179,And the Ship Sails On (E la nave va) (1983)
2180,"Dark Half, The (1993)"
2181,Gulliver's Travels (1939)
2182,Monkey Shines (1988)
2183,Phantasm (1979)
2184,Psycho II (1983)
2185,Psycho III (1986)
2186,Sanjuro (Tsubaki Sanjûrô) (1962)
2187,Random Hearts (1999)
2188,Superstar (1999)
2189,Boys Don't Cry (1999)
2190,"Limey, The (1999)"
2191,Risky Business (1983)
2192,Total Recall (1990)
2193,Body Heat (1981)
2194,Ferris Bueller's Day Off (1986)
2195,"Year of Living Dangerously, The (1982)"
2196,High Plains Drifter (1973)
2197,Hang 'Em High (1968)
2198,Drunken Master (Jui kuen) (1978)
2199,"Conformist, The (Conformista, Il) (1970)"
2200,Hairspray (1988)
2201,Brief Encounter (1946)
2202,"Razor's Edge, The (1984)"
2203,Reds (1981)
2204,Return with Honor (1998)
2205,Time of the Gypsies (Dom za vesanje) (1989)
2206,Days of Heaven (1978)
2207,"Lady Eve, The (1941)"
2208,Sullivan's Travels (1941)
2209,"Palm Beach Story, The (1942)"
2210,Gilda (1946)
2211,South Pacific (1958)
2212,Flashdance (1983)
2213,Indochine (1992)
2214,"Dirty Dozen, The (1967)"
2215,Help! (1965)
2216,Goldfinger (1964)
2217,From Russia with Love (1963)
2218,Dr. No (1962)
2219,"Blue Lagoon, The (1980)"
2220,"Fistful of Dollars, A (Per un pugno di dollari) (1964)"
2221,Sydney (Hard Eight) (1996)
2222,Home Alone 2: Lost in New York (1992)
2223,Someone to Watch Over Me (1987)
2224,Fight Club (1999)
2225,"Story of Us, The (1999)"
2226,Fever Pitch (1997)
2227,Julien Donkey-Boy (1999)
2228,"Omega Code, The (1999)"
2229,"Straight Story, The (1999)"
2230,"Bad Seed, The (1956)"
2231,Time Bandits (1981)
2232,"Man and a Woman, A (Un homme et une femme) (1966)"
2233,Fitzcarraldo (1982)
2234,All That Jazz (1979)
2235,Red Sorghum (Hong gao liang) (1987)
2236,Crimes and Misdemeanors (1989)
2237,Bats (1999)
2238,"Best Man, The (1999)"
2239,Bringing Out the Dead (1999)
2240,Crazy in Alabama (1999)
2241,Three to Tango (1999)
2242,Body Shots (1999)
2243,"Guardian, The (1990)"
2244,"Ipcress File, The (1965)"
2245,On Any Sunday (1971)
2246,RoboCop (1987)
2247,RoboCop 2 (1990)
2248,Who Framed Roger Rabbit? (1988)
2249,Melvin and Howard (1980)
2250,For Your Eyes Only (1981)
2251,Licence to Kill (1989)
2252,Live and Let Die (1973)
2253,Rawhead Rex (1986)
2254,Thunderball (1965)
2255,House on Haunted Hill (1999)
2256,Music of the Heart (1999)
2257,Being John Malkovich (1999)
2258,Princess Mononoke (Mononoke-hime) (1997)
2259,My Best Fiend (Mein liebster Feind) (1999)
2260,Train of Life (Train de vie) (1998)
2261,"Bachelor, The (1999)"
2262,"Bone Collector, The (1999)"
2263,"Insider, The (1999)"
2264,American Movie (1999)
2265,Last Night (1998)
2266,Rosetta (1999)
2267,"They Shoot Horses, Don't They? (1969)"
2268,Bride of Re-Animator (1990)
2269,Bustin' Loose (1981)
2270,Coma (1978)
2271,Creepshow (1982)
2272,Creepshow 2 (1987)
2273,Re-Animator (1985)
2274,Drugstore Cowboy (1989)
2275,Falling Down (1993)
2276,"Funhouse, The (1981)"
2277,"General, The (1926)"
2278,Piranha (1978)
2279,"Taming of the Shrew, The (1967)"
2280,Nighthawks (1981)
2281,Yojimbo (1961)
2282,Repossessed (1990)
2283,"Omega Man, The (1971)"
2284,Spaceballs (1987)
2285,Robin Hood (1973)
2286,Mister Roberts (1955)
2287,"Quest for Fire (Guerre du feu, La) (1981)"
2288,Little Big Man (1970)
2289,"Face in the Crowd, A (1957)"
2290,Trading Places (1983)
2291,Meatballs (1979)
2292,Meatballs Part II (1984)
2293,Meatballs III (1987)
2294,Meatballs 4 (1992)
2295,Dead Again (1991)
2296,Peter's Friends (1992)
2297,"Incredibly True Adventure of Two Girls in Love, The (1995)"
2298,Under the Rainbow (1981)
2299,Anywhere But Here (1999)
2300,Dogma (1999)
2301,"Messenger: The Story of Joan of Arc, The (1999)"
2302,Pokémon: The First Movie (1998)
2303,Felicia's Journey (1999)
2304,Oxygen (1999)
2305,Where's Marlowe? (1998)
2306,"Commitments, The (1991)"
2307,Holiday Inn (1942)
2308,"Longest Day, The (1962)"
2309,Poison Ivy (1992)
2310,Poison Ivy: New Seduction (1997)
2311,Tora! Tora! Tora! (1970)
2312,Women on the Verge of a Nervous Breakdown (Mujeres al borde de un ataque de nervios) (1988)
2313,"Verdict, The (1982)"
2314,"Adventures of Buckaroo Banzai Across the 8th Dimension, The (1984)"
2315,Stand and Deliver (1988)
2316,Moonstruck (1987)
2317,"Sandpiper, The (1965)"
2318,Jeremiah Johnson (1972)
2319,Repulsion (1965)
2320,Irma la Douce (1963)
2321,42 Up (1998)
2322,Liberty Heights (1999)
2323,Mansfield Park (1999)
2324,Sleepy Hollow (1999)
2325,"World Is Not Enough, The (1999)"
2326,All About My Mother (Todo sobre mi madre) (1999)
2327,Babes in Toyland (1934)
2328,Scrooged (1988)
2329,Harvey (1950)
2330,Bicycle Thieves (a.k.a. The Bicycle Thief) (a.k.a. The Bicycle Thieves) (Ladri di biciclette) (1948)
2331,Matewan (1987)
2332,Kagemusha (1980)
2333,McCabe & Mrs. Miller (1971)
2334,Maurice (1987)
2335,"Grapes of Wrath, The (1940)"
2336,My Man Godfrey (1957)
2337,"Shop Around the Corner, The (1940)"
2338,"Natural, The (1984)"
2339,Shampoo (1975)
2340,"River Runs Through It, A (1992)"
2341,Fatal Attraction (1987)
2342,Jagged Edge (1985)
2343,Stanley & Iris (1990)
2344,Midnight Run (1988)
2345,Awakenings (1990)
2346,Come See the Paradise (1990)
2347,Backdraft (1991)
2348,"Fisher King, The (1991)"
2349,"River, The (1984)"
2350,Places in the Heart (1984)
2351,'night Mother (1986)
2352,End of Days (1999)
2353,Toy Story 2 (1999)
2354,Flawless (1999)
2355,Ride with the Devil (1999)
2356,"Distinguished Gentleman, The (1992)"
2357,"End of the Affair, The (1999)"
2358,Holy Smoke (1999)
2359,Sweet and Lowdown (1999)
2360,Bonfire of the Vanities (1990)
2361,Daddy Long Legs (1919)
2362,Grand Illusion (La grande illusion) (1937)
2363,"Great Santini, The (1979)"
2364,Stealing Home (1988)
2365,"Two Jakes, The (1990)"
2366,U2: Rattle and Hum (1988)
2367,Hell in the Pacific (1968)
2368,Cradle Will Rock (1999)
2369,Deuce Bigalow: Male Gigolo (1999)
2370,"Green Mile, The (1999)"
2371,"Cider House Rules, The (1999)"
2372,"War Zone, The (1999)"
2373,"Last Picture Show, The (1971)"
2374,"7th Voyage of Sinbad, The (1958)"
2375,Anna and the King (1999)
2376,Bicentennial Man (1999)
2377,Stuart Little (1999)
2378,"Emperor and the Assassin, The (Jing ke ci qin wang) (1999)"
2379,Fantasia 2000 (1999)
2380,Magnolia (1999)
2381,Onegin (1999)
2382,Simpatico (1999)
2383,Topsy-Turvy (1999)
2384,Boiling Point (1993)
2385,Carnal Knowledge (1971)
2386,Easy Rider (1969)
2387,The Falcon and the Snowman (1985)
2388,Room at the Top (1959)
2389,Any Given Sunday (1999)
2390,Man on the Moon (1999)
2391,Galaxy Quest (1999)
2392,"Talented Mr. Ripley, The (1999)"
2393,Next Friday (2000)
2394,"Hurricane, The (1999)"
2395,Angela's Ashes (1999)
2396,Titus (1999)
2397,"Mr. Death: The Rise and Fall of Fred A. Leuchter, Jr. (1999)"
2398,"Third Miracle, The (1999)"
2399,Snow Falling on Cedars (1999)
2400,"Girl, Interrupted (1999)"
2401,My Dog Skip (1999)
2402,Supernova (2000)
2403,"Terrorist, The (a.k.a. Malli) (Theeviravaathi) (1998)"
2404,"Way We Were, The (1973)"
2405,Stalag 17 (1953)
2406,"Presidio, The (1988)"
2407,Papillon (1973)
2408,"Last Detail, The (1973)"
2409,Five Easy Pieces (1970)
2410,Dead Calm (1989)
2411,"Boys from Brazil, The (1978)"
2412,Against All Odds (1984)
2413,Loaded Weapon 1 (National Lampoon's Loaded Weapon 1) (1993)
2414,Fast Times at Ridgemont High (1982)
2415,"Cry in the Dark, A (1988)"
2416,Batman: Mask of the Phantasm (1993)
2417,American Flyers (1985)
2418,"Star Is Born, A (1937)"
2419,Pacific Heights (1990)
2420,"Draughtsman's Contract, The (1982)"
2421,"Zed & Two Noughts, A (1985)"
2422,Woman in the Dunes (Suna no onna) (1964)
2423,Down to You (2000)
2424,"Odessa File, The (1974)"
2425,Where the Buffalo Roam (1980)
2426,Eye of the Beholder (1999)
2427,"Big Tease, The (1999)"
2428,"Cup, The (Phörpa) (1999)"
2429,Encino Man (1992)
2430,"Goodbye Girl, The (1977)"
2431,Malcolm X (1992)
2432,Sister Act (1992)
2433,Sister Act 2: Back in the Habit (1993)
2434,"Hand That Rocks the Cradle, The (1992)"
2435,Alive (1993)
2436,Agnes of God (1985)
2437,Scent of a Woman (1992)
2438,Wayne's World (1992)
2439,Wayne's World 2 (1993)
2440,"League of Their Own, A (1992)"
2441,Patriot Games (1992)
2442,"Bodyguard, The (1992)"
2443,Death Becomes Her (1992)
2444,Far and Away (1992)
2445,Howards End (1992)
2446,Singles (1992)
2447,Twin Peaks: Fire Walk with Me (1992)
2448,White Men Can't Jump (1992)
2449,Buffy the Vampire Slayer (1992)
2450,Hard-Boiled (Lat sau san taam) (1992)
2451,Man Bites Dog (C'est arrivé près de chez vous) (1992)
2452,"Mariachi, El (1992)"
2453,Stop! Or My Mom Will Shoot (1992)
2454,Forever Young (1992)
2455,"Cutting Edge, The (1992)"
2456,Of Mice and Men (1992)
2457,Bad Lieutenant (1992)
2458,Scream 3 (2000)
2459,Single White Female (1992)
2460,"Boondock Saints, The (2000)"
2461,Gun Shy (2000)
2462,"Baby, The (1973)"
2463,"Brandon Teena Story, The (1998)"
2464,Minnie and Moskowitz (1971)
2465,They Might Be Giants (1971)
2466,"Beach, The (2000)"
2467,Snow Day (2000)
2468,"Tigger Movie, The (2000)"
